Year_Display_CN,Day_Display_Eng,Mouth_Display_Eng,Year_Display_Eng,Weekday_Eng,Weekday_CN,Lunar,up,Weather_1,Weather_2,Weather_3,Tip,IsHoliday
戊申猴年,3,January,2028,Monday,星期一,臘月初七,我在何地,晴天,陰天,雨天,返工第一日，請保持鎮定，雖然你已經唔記得Password。,FALSE
戊申猴年,4,January,2028,Tuesday,星期二,臘月初八,我在何地,晴天,陰天,雨天,今日宜：飲濃茶提神。忌：面對現實。,FALSE
戊申猴年,5,January,2028,Wednesday,星期三,臘月初九，小寒,我在何地,晴天,陰天,雨天,一年中最凍嘅時期，返工記得著多件衫。距離農曆新年仲有3星期！,FALSE
戊申猴年,6,January,2028,Thursday,星期四,臘月初十,我在何地,晴天,陰天,雨天,距離農曆新年長假仲有20日，倒數開始！,FALSE
戊申猴年,7,January,2028,Friday,星期五,臘月十一,我在何地,晴天,陰天,雨天,本週最後一個工作天，聽日就係週末！,FALSE
戊申猴年,8,January,2028,Saturday,星期六,臘月十二,我在何地,晴天,陰天,雨天,週末，好好補眠，準備下星期嘅Workload。,ture
戊申猴年,9,January,2028,Sunday,星期日,臘月十三,我在何地,晴天,陰天,雨天,放鬆心情，迎接新一週。下星期有農曆新年請假Alert！,ture
戊申猴年,10,January,2028,Monday,星期一,臘月十四,我在何地,晴天,陰天,雨天,星期一，Monday Blue正常發揮。距離農曆新年仲有16日！,FALSE
戊申猴年,11,January,2028,Tuesday,星期二,臘月十五,我在何地,晴天,陰天,雨天,努力工作，為嘅就係農曆新年嘅大假！,FALSE
戊申猴年,12,January,2028,Wednesday,星期三,臘月十六,我在何地,晴天,陰天,雨天,請假Alert：農曆新年「請2放9」行動！今日入紙請1/24-25！,FALSE
戊申猴年,13,January,2028,Thursday,星期四,臘月十七,我在何地,晴天,陰天,雨天,今日宜：飲珍珠奶茶獎勵自己。忌：諗起堆積如山嘅工作。,FALSE
戊申猴年,14,January,2028,Friday,星期五,臘月十八,我在何地,晴天,陰天,雨天,聽日就係週末，今晚可以放肆一下。記得請假！,FALSE
戊申猴年,15,January,2028,Saturday,星期六,臘月十九,我在何地,晴天,陰天,雨天,週末，開始規劃新年行程、辦年貨！,ture
戊申猴年,16,January,2028,Sunday,星期日,臘月二十,我在何地,晴天,陰天,雨天,放鬆心情，迎接新一週。距離新年長假仲有10日！,ture
戊申猴年,17,January,2028,Monday,星期一,臘月廿一,我在何地,晴天,陰天,雨天,星期一，繼續為生活打拼。距離農曆新年仲有9日！,FALSE
戊申猴年,18,January,2028,Tuesday,星期二,臘月廿二,我在何地,晴天,陰天,雨天,努力工作，證明你雖然心思思放假，但仲有利用價值。,FALSE
戊申猴年,19,January,2028,Wednesday,星期三,臘月廿三,我在何地,晴天,陰天,雨天,距離農曆新年假期仲剩1星期，心情開始興奮！,FALSE
戊申猴年,20,January,2028,Thursday,星期四,臘月廿四，大寒,我在何地,晴天,陰天,雨天,一年中最凍嘅時期，注意保暖。今日宜準時收工！,FALSE
戊申猴年,21,January,2028,Friday,星期五,臘月廿五,我在何地,晴天,陰天,雨天,本週最後一個工作天，下個星期就係新年啦！,FALSE
戊申猴年,22,January,2028,Saturday,星期六,臘月廿六,我在何地,晴天,陰天,雨天,週末，約埋屋企人去食團年飯。心情極度興奮！,ture
戊申猴年,23,January,2028,Sunday,星期日,臘月廿七,我在何地,晴天,陰天,雨天,最後一個週末準備日，準備迎接新年！,ture
戊申猴年,24,January,2028,Monday,星期一,臘月廿八,我在何地,晴天,陰天,雨天,請假Day 1：年廿八洗邋遢，請假避世大掃除,FALSE
戊申猴年,25,January,2028,Tuesday,星期二,臘月廿九，除夕,我在何地,晴天,陰天,雨天,收爐：請撕下此頁貼於電腦芒，然後平安下班！,FALSE
戊申猴年,26,January,2028,Wednesday,星期三,正月初一,我在何地,晴天,陰天,雨天,公眾假期：大年初一，恭喜發財！祝老細身體健康加人工！,ture
戊申猴年,27,January,2028,Thursday,星期四,正月初二,我在何地,晴天,陰天,雨天,公眾假期：大年初二，食完開年飯，繼續享受長假！,ture
戊申猴年,28,January,2028,Friday,星期五,正月初三,我在何地,晴天,陰天,雨天,公眾假期：大年初三赤口，今日唔去拜年，瞓到自然醒！,ture
戊申猴年,29,January,2028,Saturday,星期六,正月初四,我在何地,晴天,陰天,雨天,週末年初四，繼續放假，盡情享受新年氣氛！,ture
戊申猴年,30,January,2028,Sunday,星期日,正月初五,我在何地,晴天,陰天,雨天,週末年初五，假期最後一日，今晚早啲瞓養精蓄銳。,ture
戊申猴年,31,January,2028,Monday,星期一,正月初六,我在何地,晴天,陰天,雨天,年初六開工大吉：返工唯一KPI就係全公司巡迴𢭃利是！,FALSE
戊申猴年,1,February,2028,Tuesday,星期二,正月初七，人日,我在何地,晴天,陰天,雨天,各位打工仔生日快樂！今日宜準時收工去慶祝。,FALSE
戊申猴年,2,February,2028,Wednesday,星期三,正月初八,我在何地,晴天,陰天,雨天,返工第3日，開始進入狀態（其實係繼續等放復活節）。,FALSE
戊申猴年,3,February,2028,Thursday,星期四,正月初九,我在何地,晴天,陰天,雨天,聽日又係Happy Friday，新年第一週過得真快！,FALSE
戊申猴年,4,February,2028,Friday,星期五,正月初十，立春,我在何地,晴天,陰天,雨天,春天開始！本週最後一個工作天，聽日就係週末！,FALSE
戊申猴年,5,February,2028,Saturday,星期六,正月十一,我在何地,晴天,陰天,雨天,週末，約埋班Friend去拜年或者行街Shopping。,ture
戊申猴年,6,February,2028,Sunday,星期日,正月十二,我在何地,晴天,陰天,雨天,週末叉電，準備下星期嘅搏殺。,ture
戊申猴年,7,February,2028,Monday,星期一,正月十三,我在何地,晴天,陰天,雨天,星期一，Monday Blue正常發揮。新年過完，開始規劃下一個長假！,FALSE
戊申猴年,8,February,2028,Tuesday,星期二,正月十四,我在何地,晴天,陰天,雨天,努力工作，為嘅就係下一次嘅請假批准。,FALSE
戊申猴年,9,February,2028,Wednesday,星期三,正月十五，元宵,我在何地,晴天,陰天,雨天,中國情人節快樂！祝各位OT少啲，準時拍拖！,FALSE
